CallAccountShortName;ExecDate;Currency;Nominal;vextir;bp
bank10;2021-08-16;USD;0,582339787;EFFR O/N;200
bank11;2021-08-16;USD;-4471356,138;TGCR O/N;0
bank12;2021-08-16;USD;47897,59894;OBFR O/N;0
bank13;2021-08-16;ISK;591770598,4;REIBOR O/N;-100
bank14;2021-08-16;EUR;0;ESTR O/N;100
bank15;2021-08-16;USD;0,589542691;SOFR O/N;200
bank16;2021-08-16;USD;-17422952,43;BGCR O/N;0
bank17;2021-08-16;USD;50048,05526;EFFR O/N;0
bank18;2021-08-16;USD;759952632,5;TGCR O/N;-100
bank19;2021-08-16;USD;0;OBFR O/N;100
bank20;2021-08-16;ISK;0,41533296;REIBOR O/N;200
bank1;2021-08-17;USD;-16324191,53;SOFR O/N;0
bank2;2021-08-17;USD;63321,95346;BGCR O/N;0
bank3;2021-08-17;USD;491824674,4;EFFR O/N;-100
bank4;2021-08-17;USD;0;TGCR O/N;100
bank5;2021-08-17;USD;0,77389242;OBFR O/N;200
bank6;2021-08-17;ISK;-18130869,86;REIBOR O/N;0
bank7;2021-08-17;EUR;58757,29057;ESTR O/N;0
bank8;2021-08-17;USD;887227875,3;SOFR O/N;-100
bank9;2021-08-17;USD;0;BGCR O/N;100
bank10;2021-08-17;USD;0,576516389;EFFR O/N;200
bank11;2021-08-17;USD;-4538426,48;TGCR O/N;0
bank12;2021-08-17;USD;47897,59894;OBFR O/N;0
bank13;2021-08-17;ISK;591770598,4;REIBOR O/N;-100
bank14;2021-08-17;EUR;0;ESTR O/N;100
bank15;2021-08-17;USD;0,589542691;SOFR O/N;200
bank16;2021-08-17;USD;-17422952,43;BGCR O/N;0
bank17;2021-08-17;USD;50048,05526;EFFR O/N;0
bank18;2021-08-17;USD;759952632,5;TGCR O/N;-100
bank19;2021-08-17;USD;0;OBFR O/N;100
bank20;2021-08-17;ISK;0,41117963;REIBOR O/N;200
bank1;2021-08-18;USD;-16324191,53;SOFR O/N;0
bank2;2021-08-18;USD;63321,95346;BGCR O/N;0
bank3;2021-08-18;USD;491824674,4;EFFR O/N;-100
bank4;2021-08-18;USD;0;TGCR O/N;100
bank5;2021-08-18;USD;0,766153496;OBFR O/N;200
bank6;2021-08-18;ISK;-18402832,91;REIBOR O/N;0
bank7;2021-08-18;EUR;58757,29057;ESTR O/N;0
bank8;2021-08-18;USD;900536293,5;SOFR O/N;-100
bank9;2021-08-18;USD;0;BGCR O/N;100
bank10;2021-08-18;USD;0,585164135;EFFR O/N;200
bank11;2021-08-18;USD;-4606502,877;TGCR O/N;0
bank12;2021-08-18;USD;48616,06293;OBFR O/N;0
bank13;2021-08-18;ISK;600647157,4;REIBOR O/N;-100
bank14;2021-08-18;EUR;0;ESTR O/N;100
bank15;2021-08-18;USD;0,589542691;SOFR O/N;200
bank16;2021-08-18;USD;-17422952,43;BGCR O/N;0
bank17;2021-08-18;USD;50048,05526;EFFR O/N;0
bank18;2021-08-18;USD;759952632,5;TGCR O/N;-100
bank19;2021-08-18;USD;0;OBFR O/N;100
bank20;2021-08-18;ISK;0,407067834;REIBOR O/N;200
bank1;2021-08-19;USD;-16569054,4;SOFR O/N;0
bank2;2021-08-19;USD;64271,78276;BGCR O/N;0
bank3;2021-08-19;USD;491824674,4;EFFR O/N;-100
bank4;2021-08-19;USD;0;TGCR O/N;100
bank5;2021-08-19;USD;0,766153496;OBFR O/N;200
bank6;2021-08-19;ISK;-18402832,91;REIBOR O/N;0
bank7;2021-08-19;EUR;58169,71766;ESTR O/N;0
bank8;2021-08-19;USD;900536293,5;SOFR O/N;-100
bank9;2021-08-19;USD;0;BGCR O/N;100
bank10;2021-08-19;USD;0,585164135;EFFR O/N;200
bank11;2021-08-19;USD;-4606502,877;TGCR O/N;0
bank12;2021-08-19;USD;48129,9023;OBFR O/N;0
bank13;2021-08-19;ISK;594640685,8;REIBOR O/N;-100
bank14;2021-08-19;EUR;0;ESTR O/N;100
bank15;2021-08-19;USD;0,589542691;SOFR O/N;200
bank16;2021-08-19;USD;-17422952,43;BGCR O/N;0
bank17;2021-08-19;USD;49547,57471;EFFR O/N;0
bank18;2021-08-19;USD;771351922;TGCR O/N;-100
bank19;2021-08-19;USD;0;OBFR O/N;100
bank20;2021-08-19;ISK;0,402997155;REIBOR O/N;200
bank1;2021-08-20;USD;-16569054,4;SOFR O/N;0
bank2;2021-08-20;USD;63629,06494;BGCR O/N;0
bank3;2021-08-20;USD;486906427,7;EFFR O/N;-100
bank4;2021-08-20;USD;0;TGCR O/N;100
bank5;2021-08-20;USD;0,766153496;OBFR O/N;200
bank6;2021-08-20;ISK;-18678875,41;REIBOR O/N;0
bank7;2021-08-20;EUR;59042,26343;ESTR O/N;0
bank8;2021-08-20;USD;900536293,5;SOFR O/N;-100
bank9;2021-08-20;USD;0;BGCR O/N;100
bank10;2021-08-20;USD;0,585164135;EFFR O/N;200
bank11;2021-08-20;USD;-4675600,42;TGCR O/N;0
bank12;2021-08-20;USD;48851,85083;OBFR O/N;0
bank13;2021-08-20;ISK;594640685,8;REIBOR O/N;-100
bank14;2021-08-20;EUR;0;ESTR O/N;100
bank15;2021-08-20;USD;0,589542691;SOFR O/N;200
bank16;2021-08-20;USD;-17422952,43;BGCR O/N;0
bank17;2021-08-20;USD;49052,09896;EFFR O/N;0
bank18;2021-08-20;USD;771351922;TGCR O/N;-100
bank19;2021-08-20;USD;0;OBFR O/N;100
bank20;2021-08-20;ISK;0,398967184;REIBOR O/N;200
bank1;2021-08-21;USD;-16403363,86;SOFR O/N;0
bank2;2021-08-21;USD;63629,06494;BGCR O/N;0
bank3;2021-08-21;USD;494210024,1;EFFR O/N;-100
bank4;2021-08-21;USD;0;TGCR O/N;100
bank5;2021-08-21;USD;0,777645799;OBFR O/N;200
bank6;2021-08-21;ISK;-18492086,65;REIBOR O/N;0
bank7;2021-08-21;EUR;58451,84079;ESTR O/N;0
bank8;2021-08-21;USD;900536293,5;SOFR O/N;-100
bank9;2021-08-21;USD;0;BGCR O/N;100
bank10;2021-08-21;USD;0,593941597;EFFR O/N;200
bank11;2021-08-21;USD;-4745734,426;TGCR O/N;0
bank12;2021-08-21;USD;49584,6286;OBFR O/N;0
bank13;2021-08-21;ISK;588694278,9;REIBOR O/N;-100
bank14;2021-08-21;EUR;0;ESTR O/N;100
bank15;2021-08-21;USD;0,583647264;SOFR O/N;200
bank16;2021-08-21;USD;-17684296,71;BGCR O/N;0
bank17;2021-08-21;USD;48561,57797;EFFR O/N;0
bank18;2021-08-21;USD;771351922;TGCR O/N;-100
bank19;2021-08-21;USD;0;OBFR O/N;100
bank20;2021-08-21;ISK;0,398967184;REIBOR O/N;200
bank1;2021-08-22;USD;-16403363,86;SOFR O/N;0
bank2;2021-08-22;USD;63629,06494;BGCR O/N;0
bank3;2021-08-22;USD;494210024,1;EFFR O/N;-100
bank4;2021-08-22;USD;0;TGCR O/N;100
bank5;2021-08-22;USD;0,777645799;OBFR O/N;200
bank6;2021-08-22;ISK;-18492086,65;REIBOR O/N;0
bank7;2021-08-22;EUR;58451,84079;ESTR O/N;0
bank8;2021-08-22;USD;914044337,9;SOFR O/N;-100
bank9;2021-08-22;USD;0;BGCR O/N;100
bank10;2021-08-22;USD;0,588002181;EFFR O/N;200
bank11;2021-08-22;USD;-4816920,443;TGCR O/N;0
bank12;2021-08-22;USD;49584,6286;OBFR O/N;0
bank13;2021-08-22;ISK;582807336,1;REIBOR O/N;-100
bank14;2021-08-22;EUR;0;ESTR O/N;100
bank15;2021-08-22;USD;0,577810791;SOFR O/N;200
bank16;2021-08-22;USD;-17684296,71;BGCR O/N;0
bank17;2021-08-22;USD;48561,57797;EFFR O/N;0
bank18;2021-08-22;USD;771351922;TGCR O/N;-100
bank19;2021-08-22;USD;0;OBFR O/N;100
bank20;2021-08-22;ISK;0,404951692;REIBOR O/N;200
bank1;2021-08-23;USD;-16239330,22;SOFR O/N;0
bank2;2021-08-23;USD;63629,06494;BGCR O/N;0
bank3;2021-08-23;USD;489267923,9;EFFR O/N;-100
bank4;2021-08-23;USD;0;TGCR O/N;100
bank5;2021-08-23;USD;0,789310486;OBFR O/N;200
bank6;2021-08-23;ISK;-18307165,79;REIBOR O/N;0
bank7;2021-08-23;EUR;58451,84079;ESTR O/N;0
bank8;2021-08-23;USD;904903894,5;SOFR O/N;-100
bank9;2021-08-23;USD;0;BGCR O/N;100
bank10;2021-08-23;USD;0,588002181;EFFR O/N;200
bank11;2021-08-23;USD;-4889174,249;TGCR O/N;0
bank12;2021-08-23;USD;50328,39802;OBFR O/N;0
bank13;2021-08-23;ISK;582807336,1;REIBOR O/N;-100
bank14;2021-08-23;EUR;0;ESTR O/N;100
bank15;2021-08-23;USD;0,577810791;SOFR O/N;200
bank16;2021-08-23;USD;-17507453,75;BGCR O/N;0
bank17;2021-08-23;USD;49290,00164;EFFR O/N;0
bank18;2021-08-23;USD;782922200,8;TGCR O/N;-100
bank19;2021-08-23;USD;0;OBFR O/N;100
bank20;2021-08-23;ISK;0,404951692;REIBOR O/N;200
bank1;2021-08-24;USD;-16076936,91;SOFR O/N;0
bank2;2021-08-24;USD;63629,06494;BGCR O/N;0
bank3;2021-08-24;USD;484375244,6;EFFR O/N;-100
bank4;2021-08-24;USD;0;TGCR O/N;100
bank5;2021-08-24;USD;0,801150143;OBFR O/N;200
bank6;2021-08-24;ISK;-18307165,79;REIBOR O/N;0
bank7;2021-08-24;EUR;58451,84079;ESTR O/N;0
bank8;2021-08-24;USD;895854855,5;SOFR O/N;-100
bank9;2021-08-24;USD;0;BGCR O/N;100
bank10;2021-08-24;USD;0,588002181;EFFR O/N;200
bank11;2021-08-24;USD;-4889174,249;TGCR O/N;0
bank12;2021-08-24;USD;51083,32399;OBFR O/N;0
bank13;2021-08-24;ISK;582807336,1;REIBOR O/N;-100
bank14;2021-08-24;EUR;0;ESTR O/N;100
bank15;2021-08-24;USD;0,586477953;SOFR O/N;200
bank16;2021-08-24;USD;-17770065,55;BGCR O/N;0
bank17;2021-08-24;USD;48797,10162;EFFR O/N;0
bank18;2021-08-24;USD;794666033,8;TGCR O/N;-100
bank19;2021-08-24;USD;0;OBFR O/N;100
bank20;2021-08-24;ISK;0,404951692;REIBOR O/N;200
bank1;2021-08-25;USD;-16076936,91;SOFR O/N;0
bank2;2021-08-25;USD;63629,06494;BGCR O/N;0
bank3;2021-08-25;USD;479531492,2;EFFR O/N;-100
bank4;2021-08-25;USD;0;TGCR O/N;100
bank5;2021-08-25;USD;0,801150143;OBFR O/N;200
bank6;2021-08-25;ISK;-18307165,79;REIBOR O/N;0
bank7;2021-08-25;EUR;58451,84079;ESTR O/N;0
bank8;2021-08-25;USD;909292678,4;SOFR O/N;-100
bank9;2021-08-25;USD;0;BGCR O/N;100
bank10;2021-08-25;USD;0,596822214;EFFR O/N;200
bank11;2021-08-25;USD;-4840282,507;TGCR O/N;0
bank12;2021-08-25;USD;51849,57385;OBFR O/N;0
bank13;2021-08-25;ISK;576979262,8;REIBOR O/N;-100
bank14;2021-08-25;EUR;0;ESTR O/N;100
bank15;2021-08-25;USD;0,586477953;SOFR O/N;200
bank16;2021-08-25;USD;-17770065,55;BGCR O/N;0
bank17;2021-08-25;USD;48309,13061;EFFR O/N;0
bank18;2021-08-25;USD;806586024,3;TGCR O/N;-100
bank19;2021-08-25;USD;0;OBFR O/N;100
bank20;2021-08-25;ISK;0,411025967;REIBOR O/N;200
bank1;2021-08-26;USD;-16076936,91;SOFR O/N;0
bank2;2021-08-26;USD;63629,06494;BGCR O/N;0
bank3;2021-08-26;USD;486724464,6;EFFR O/N;-100
bank4;2021-08-26;USD;0;TGCR O/N;100
bank5;2021-08-26;USD;0,801150143;OBFR O/N;200
bank6;2021-08-26;ISK;-18307165,79;REIBOR O/N;0
bank7;2021-08-26;EUR;59328,61841;ESTR O/N;0
bank8;2021-08-26;USD;900199751,6;SOFR O/N;-100
bank9;2021-08-26;USD;0;BGCR O/N;100
bank10;2021-08-26;USD;0,605774547;EFFR O/N;200
bank11;2021-08-26;USD;-4791879,682;TGCR O/N;0
bank12;2021-08-26;USD;51849,57385;OBFR O/N;0
bank13;2021-08-26;ISK;576979262,8;REIBOR O/N;-100
bank14;2021-08-26;EUR;0;ESTR O/N;100
bank15;2021-08-26;USD;0,586477953;SOFR O/N;200
bank16;2021-08-26;USD;-17592364,9;BGCR O/N;0
bank17;2021-08-26;USD;48309,13061;EFFR O/N;0
bank18;2021-08-26;USD;806586024,3;TGCR O/N;-100
bank19;2021-08-26;USD;0;OBFR O/N;100
bank20;2021-08-26;ISK;0,411025967;REIBOR O/N;200
bank1;2021-08-27;USD;-15916167,55;SOFR O/N;0
bank2;2021-08-27;USD;63629,06494;BGCR O/N;0
bank3;2021-08-27;USD;486724464,6;EFFR O/N;-100
bank4;2021-08-27;USD;0;TGCR O/N;100
bank5;2021-08-27;USD;0,793138641;OBFR O/N;200
bank6;2021-08-27;ISK;-18307165,79;REIBOR O/N;0
bank7;2021-08-27;EUR;58735,33222;ESTR O/N;0
bank8;2021-08-27;USD;891197754,1;SOFR O/N;-100
bank9;2021-08-27;USD;0;BGCR O/N;100
bank10;2021-08-27;USD;0,599716802;EFFR O/N;200
bank11;2021-08-27;USD;-4863757,877;TGCR O/N;0
bank12;2021-08-27;USD;51331,07812;OBFR O/N;0
bank13;2021-08-27;ISK;576979262,8;REIBOR O/N;-100
bank14;2021-08-27;EUR;0;ESTR O/N;100
bank15;2021-08-27;USD;0,580613173;SOFR O/N;200
bank16;2021-08-27;USD;-17592364,9;BGCR O/N;0
bank17;2021-08-27;USD;47826,0393;EFFR O/N;0
bank18;2021-08-27;USD;818684814,7;TGCR O/N;-100
bank19;2021-08-27;USD;0;OBFR O/N;100
bank20;2021-08-27;ISK;0,411025967;REIBOR O/N;200
bank1;2021-08-28;USD;-15757005,87;SOFR O/N;0
bank2;2021-08-28;USD;64583,50091;BGCR O/N;0
bank3;2021-08-28;USD;486724464,6;EFFR O/N;-100
bank4;2021-08-28;USD;0;TGCR O/N;100
bank5;2021-08-28;USD;0,805035721;OBFR O/N;200
bank6;2021-08-28;ISK;-18307165,79;REIBOR O/N;0
bank7;2021-08-28;EUR;58735,33222;ESTR O/N;0
bank8;2021-08-28;USD;891197754,1;SOFR O/N;-100
bank9;2021-08-28;USD;0;BGCR O/N;100
bank10;2021-08-28;USD;0,599716802;EFFR O/N;200
bank11;2021-08-28;USD;-4863757,877;TGCR O/N;0
bank12;2021-08-28;USD;51331,07812;OBFR O/N;0
bank13;2021-08-28;ISK;585633951,7;REIBOR O/N;-100
bank14;2021-08-28;EUR;0;ESTR O/N;100
bank15;2021-08-28;USD;0,580613173;SOFR O/N;200
bank16;2021-08-28;USD;-17856250,37;BGCR O/N;0
bank17;2021-08-28;USD;48543,42989;EFFR O/N;0
bank18;2021-08-28;USD;818684814,7;TGCR O/N;-100
bank19;2021-08-28;USD;0;OBFR O/N;100
bank20;2021-08-28;ISK;0,411025967;REIBOR O/N;200
bank1;2021-08-29;USD;-15757005,87;SOFR O/N;0
bank2;2021-08-29;USD;64583,50091;BGCR O/N;0
bank3;2021-08-29;USD;494025331,5;EFFR O/N;-100
bank4;2021-08-29;USD;0;TGCR O/N;100
bank5;2021-08-29;USD;0,796985364;OBFR O/N;200
bank6;2021-08-29;ISK;-18307165,79;REIBOR O/N;0
bank7;2021-08-29;EUR;58147,9789;ESTR O/N;0
bank8;2021-08-29;USD;904565720,4;SOFR O/N;-100
bank9;2021-08-29;USD;0;BGCR O/N;100
bank10;2021-08-29;USD;0,599716802;EFFR O/N;200
bank11;2021-08-29;USD;-4936714,245;TGCR O/N;0
bank12;2021-08-29;USD;51331,07812;OBFR O/N;0
bank13;2021-08-29;ISK;579777612,2;REIBOR O/N;-100
bank14;2021-08-29;EUR;0;ESTR O/N;100
bank15;2021-08-29;USD;0,589322371;SOFR O/N;200
bank16;2021-08-29;USD;-17677687,87;BGCR O/N;0
bank17;2021-08-29;USD;48057,99559;EFFR O/N;0
bank18;2021-08-29;USD;830965086,9;TGCR O/N;-100
bank19;2021-08-29;USD;0;OBFR O/N;100
bank20;2021-08-29;ISK;0,406915707;REIBOR O/N;200
bank1;2021-08-30;USD;-15757005,87;SOFR O/N;0
bank2;2021-08-30;USD;64583,50091;BGCR O/N;0
bank3;2021-08-30;USD;489085078,2;EFFR O/N;-100
bank4;2021-08-30;USD;0;TGCR O/N;100
bank5;2021-08-30;USD;0,78901551;OBFR O/N;200
bank6;2021-08-30;ISK;-18581773,27;REIBOR O/N;0
bank7;2021-08-30;EUR;59020,19858;ESTR O/N;0
bank8;2021-08-30;USD;904565720,4;SOFR O/N;-100
bank9;2021-08-30;USD;0;BGCR O/N;100
bank10;2021-08-30;USD;0,608712554;EFFR O/N;200
bank11;2021-08-30;USD;-4936714,245;TGCR O/N;0
bank12;2021-08-30;USD;51331,07812;OBFR O/N;0
bank13;2021-08-30;ISK;573979836,1;REIBOR O/N;-100
bank14;2021-08-30;EUR;0;ESTR O/N;100
bank15;2021-08-30;USD;0,589322371;SOFR O/N;200
bank16;2021-08-30;USD;-17677687,87;BGCR O/N;0
bank17;2021-08-30;USD;48778,86553;EFFR O/N;0
bank18;2021-08-30;USD;843429563,2;TGCR O/N;-100
bank19;2021-08-30;USD;0;OBFR O/N;100
bank20;2021-08-30;ISK;0,40284655;REIBOR O/N;200
bank1;2021-08-31;USD;-15993360,96;SOFR O/N;0
bank2;2021-08-31;USD;64583,50091;BGCR O/N;0
bank3;2021-08-31;USD;484194227,4;EFFR O/N;-100
bank4;2021-08-31;USD;0;TGCR O/N;100
bank5;2021-08-31;USD;0,78901551;OBFR O/N;200
bank6;2021-08-31;ISK;-18395955,54;REIBOR O/N;0
bank7;2021-08-31;EUR;59020,19858;ESTR O/N;0
bank8;2021-08-31;USD;904565720,4;SOFR O/N;-100
bank9;2021-08-31;USD;0;BGCR O/N;100
bank10;2021-08-31;USD;0,617843242;EFFR O/N;200
bank11;2021-08-31;USD;-4936714,245;TGCR O/N;0
bank12;2021-08-31;USD;51331,07812;OBFR O/N;0
bank13;2021-08-31;ISK;582589533,6;REIBOR O/N;-100
bank14;2021-08-31;EUR;0;ESTR O/N;100
bank15;2021-08-31;USD;0,598162207;SOFR O/N;200
bank16;2021-08-31;USD;-17677687,87;BGCR O/N;0
bank17;2021-08-31;USD;48291,07687;EFFR O/N;0
bank18;2021-08-31;USD;856081006,7;TGCR O/N;-100
bank19;2021-08-31;USD;0;OBFR O/N;100
bank20;2021-08-31;ISK;0,408889249;REIBOR O/N;200
bank1;2021-09-01;USD;-15993360,96;SOFR O/N;0
bank2;2021-09-01;USD;63937,6659;BGCR O/N;0
bank3;2021-09-01;USD;484194227,4;EFFR O/N;-100
bank4;2021-09-01;USD;0;TGCR O/N;100
bank5;2021-09-01;USD;0,78901551;OBFR O/N;200
bank6;2021-09-01;ISK;-18211995,98;REIBOR O/N;0
bank7;2021-09-01;EUR;59020,19858;ESTR O/N;0
bank8;2021-09-01;USD;895520063,2;SOFR O/N;-100
bank9;2021-09-01;USD;0;BGCR O/N;100
bank10;2021-09-01;USD;0,627110891;EFFR O/N;200
bank11;2021-09-01;USD;-4936714,245;TGCR O/N;0
bank12;2021-09-01;USD;51331,07812;OBFR O/N;0
bank13;2021-09-01;ISK;582589533,6;REIBOR O/N;-100
bank14;2021-09-01;EUR;0;ESTR O/N;100
bank15;2021-09-01;USD;0,598162207;SOFR O/N;200
bank16;2021-09-01;USD;-17677687,87;BGCR O/N;0
bank17;2021-09-01;USD;48291,07687;EFFR O/N;0
bank18;2021-09-01;USD;856081006,7;TGCR O/N;-100
bank19;2021-09-01;USD;0;OBFR O/N;100
bank20;2021-09-01;ISK;0,404800356;REIBOR O/N;200
bank1;2021-09-02;USD;-15833427,35;SOFR O/N;0
bank2;2021-09-02;USD;63937,6659;BGCR O/N;0
bank3;2021-09-02;USD;484194227,4;EFFR O/N;-100
bank4;2021-09-02;USD;0;TGCR O/N;100
bank5;2021-09-02;USD;0,800850743;OBFR O/N;200
bank6;2021-09-02;ISK;-18029876,02;REIBOR O/N;0
bank7;2021-09-02;EUR;59905,50156;ESTR O/N;0
bank8;2021-09-02;USD;886564862,5;SOFR O/N;-100
bank9;2021-09-02;USD;0;BGCR O/N;100
bank10;2021-09-02;USD;0,627110891;EFFR O/N;200
bank11;2021-09-02;USD;-4887347,103;TGCR O/N;0
bank12;2021-09-02;USD;51331,07812;OBFR O/N;0
bank13;2021-09-02;ISK;582589533,6;REIBOR O/N;-100
bank14;2021-09-02;EUR;0;ESTR O/N;100
bank15;2021-09-02;USD;0,598162207;SOFR O/N;200
bank16;2021-09-02;USD;-17500910,99;BGCR O/N;0
bank17;2021-09-02;USD;48291,07687;EFFR O/N;0
bank18;2021-09-02;USD;856081006,7;TGCR O/N;-100
bank19;2021-09-02;USD;0;OBFR O/N;100
bank20;2021-09-02;ISK;0,410872361;REIBOR O/N;200
bank1;2021-09-03;USD;-15833427,35;SOFR O/N;0
bank2;2021-09-03;USD;63298,28924;BGCR O/N;0
bank3;2021-09-03;USD;479352285,2;EFFR O/N;-100
bank4;2021-09-03;USD;0;TGCR O/N;100
bank5;2021-09-03;USD;0,812863504;OBFR O/N;200
bank6;2021-09-03;ISK;-18029876,02;REIBOR O/N;0
bank7;2021-09-03;EUR;59905,50156;ESTR O/N;0
bank8;2021-09-03;USD;886564862,5;SOFR O/N;-100
bank9;2021-09-03;USD;0;BGCR O/N;100
bank10;2021-09-03;USD;0,627110891;EFFR O/N;200
bank11;2021-09-03;USD;-4887347,103;TGCR O/N;0
bank12;2021-09-03;USD;52101,04429;OBFR O/N;0
bank13;2021-09-03;ISK;582589533,6;REIBOR O/N;-100
bank14;2021-09-03;EUR;0;ESTR O/N;100
bank15;2021-09-03;USD;0,598162207;SOFR O/N;200
bank16;2021-09-03;USD;-17325901,88;BGCR O/N;0
bank17;2021-09-03;USD;48291,07687;EFFR O/N;0
bank18;2021-09-03;USD;856081006,7;TGCR O/N;-100
bank19;2021-09-03;USD;0;OBFR O/N;100
bank20;2021-09-03;ISK;0,406763638;REIBOR O/N;200
bank1;2021-09-04;USD;-16070928,76;SOFR O/N;0
bank2;2021-09-04;USD;63298,28924;BGCR O/N;0
bank3;2021-09-04;USD;486542569,4;EFFR O/N;-100
bank4;2021-09-04;USD;0;TGCR O/N;100
bank5;2021-09-04;USD;0,804734869;OBFR O/N;200
bank6;2021-09-04;ISK;-18300324,16;REIBOR O/N;0
bank7;2021-09-04;EUR;60804,08409;ESTR O/N;0
bank8;2021-09-04;USD;886564862,5;SOFR O/N;-100
bank9;2021-09-04;USD;0;BGCR O/N;100
bank10;2021-09-04;USD;0,636517554;EFFR O/N;200
bank11;2021-09-04;USD;-4960657,309;TGCR O/N;0
bank12;2021-09-04;USD;51580,03384;OBFR O/N;0
bank13;2021-09-04;ISK;582589533,6;REIBOR O/N;-100
bank14;2021-09-04;EUR;0;ESTR O/N;100
bank15;2021-09-04;USD;0,60713464;SOFR O/N;200
bank16;2021-09-04;USD;-17325901,88;BGCR O/N;0
bank17;2021-09-04;USD;49015,44302;EFFR O/N;0
bank18;2021-09-04;USD;847520196,6;TGCR O/N;-100
bank19;2021-09-04;USD;0;OBFR O/N;100
bank20;2021-09-04;ISK;0,412865092;REIBOR O/N;200
bank1;2021-09-05;USD;-16070928,76;SOFR O/N;0
bank2;2021-09-05;USD;64247,76358;BGCR O/N;0
bank3;2021-09-05;USD;486542569,4;EFFR O/N;-100
bank4;2021-09-05;USD;0;TGCR O/N;100
bank5;2021-09-05;USD;0,804734869;OBFR O/N;200
bank6;2021-09-05;ISK;-18574829,03;REIBOR O/N;0
bank7;2021-09-05;EUR;60804,08409;ESTR O/N;0
bank8;2021-09-05;USD;899863335,5;SOFR O/N;-100
bank9;2021-09-05;USD;0;BGCR O/N;100
bank10;2021-09-05;USD;0,636517554;EFFR O/N;200
bank11;2021-09-05;USD;-4911050,736;TGCR O/N;0
bank12;2021-09-05;USD;51580,03384;OBFR O/N;0
bank13;2021-09-05;ISK;582589533,6;REIBOR O/N;-100
bank14;2021-09-05;EUR;0;ESTR O/N;100
bank15;2021-09-05;USD;0,60713464;SOFR O/N;200
bank16;2021-09-05;USD;-17325901,88;BGCR O/N;0
bank17;2021-09-05;USD;49015,44302;EFFR O/N;0
bank18;2021-09-05;USD;847520196,6;TGCR O/N;-100
bank19;2021-09-05;USD;0;OBFR O/N;100
bank20;2021-09-05;ISK;0,408736441;REIBOR O/N;200
bank1;2021-09-06;USD;-15910219,47;SOFR O/N;0
bank2;2021-09-06;USD;65211,48004;BGCR O/N;0
bank3;2021-09-06;USD;486542569,4;EFFR O/N;-100
bank4;2021-09-06;USD;0;TGCR O/N;100
bank5;2021-09-06;USD;0,79668752;OBFR O/N;200
bank6;2021-09-06;ISK;-18574829,03;REIBOR O/N;0
bank7;2021-09-06;EUR;60804,08409;ESTR O/N;0
bank8;2021-09-06;USD;899863335,5;SOFR O/N;-100
bank9;2021-09-06;USD;0;BGCR O/N;100
bank10;2021-09-06;USD;0,630152379;EFFR O/N;200
bank11;2021-09-06;USD;-4911050,736;TGCR O/N;0
bank12;2021-09-06;USD;51064,23351;OBFR O/N;0
bank13;2021-09-06;ISK;591328376,6;REIBOR O/N;-100
bank14;2021-09-06;EUR;0;ESTR O/N;100
bank15;2021-09-06;USD;0,616241659;SOFR O/N;200
bank16;2021-09-06;USD;-17585790,41;BGCR O/N;0
bank17;2021-09-06;USD;48525,28859;EFFR O/N;0
bank18;2021-09-06;USD;860232999,6;TGCR O/N;-100
bank19;2021-09-06;USD;0;OBFR O/N;100
bank20;2021-09-06;ISK;0,404649077;REIBOR O/N;200
bank1;2021-09-07;USD;-15751117,28;SOFR O/N;0
bank2;2021-09-07;USD;64559,36523;BGCR O/N;0
bank3;2021-09-07;USD;481677143,7;EFFR O/N;-100
bank4;2021-09-07;USD;0;TGCR O/N;100
bank5;2021-09-07;USD;0,79668752;OBFR O/N;200
bank6;2021-09-07;ISK;-18574829,03;REIBOR O/N;0
bank7;2021-09-07;EUR;60804,08409;ESTR O/N;0
bank8;2021-09-07;USD;899863335,5;SOFR O/N;-100
bank9;2021-09-07;USD;0;BGCR O/N;100
bank10;2021-09-07;USD;0,623850855;EFFR O/N;200
bank11;2021-09-07;USD;-4861940,229;TGCR O/N;0
bank12;2021-09-07;USD;51064,23351;OBFR O/N;0
bank13;2021-09-07;ISK;600198302,3;REIBOR O/N;-100
bank14;2021-09-07;EUR;0;ESTR O/N;100
bank15;2021-09-07;USD;0,610079243;SOFR O/N;200
bank16;2021-09-07;USD;-17585790,41;BGCR O/N;0
bank17;2021-09-07;USD;48525,28859;EFFR O/N;0
bank18;2021-09-07;USD;860232999,6;TGCR O/N;-100
bank19;2021-09-07;USD;0;OBFR O/N;100
bank20;2021-09-07;ISK;0,404649077;REIBOR O/N;200
bank1;2021-09-08;USD;-15751117,28;SOFR O/N;0
bank2;2021-09-08;USD;65527,75571;BGCR O/N;0
bank3;2021-09-08;USD;476860372,3;EFFR O/N;-100
bank4;2021-09-08;USD;0;TGCR O/N;100
bank5;2021-09-08;USD;0,79668752;OBFR O/N;200
bank6;2021-09-08;ISK;-18389080,74;REIBOR O/N;0
bank7;2021-09-08;EUR;60196,04325;ESTR O/N;0
bank8;2021-09-08;USD;899863335,5;SOFR O/N;-100
bank9;2021-09-08;USD;0;BGCR O/N;100
bank10;2021-09-08;USD;0,633208618;EFFR O/N;200
bank11;2021-09-08;USD;-4934869,332;TGCR O/N;0
bank12;2021-09-08;USD;50553,59117;OBFR O/N;0
bank13;2021-09-08;ISK;600198302,3;REIBOR O/N;-100
bank14;2021-09-08;EUR;0;ESTR O/N;100
